1745003005002,BHAINSWAHI RYT.
1745003005003,CHARGAON RYT
1745003006001,JUNWANI
1745003006002,ANDHIYAR KHOH RYT.
1745003007001,BEEJA RYT.
1745003007002,MOHARI RYT.
1745003007003,KHITAULI RYT.
1745003008001,KHAJAREE MAL.
1745003008002,KHAJAREE RYT.
1745003008003,KHATIYA MAL.
1745003008004,KHATIYA RYT.
1745003008005,CHANDRAGARH VAN GRAM
1745003009001,PADARIYA MAL.
1745003009002,PADARIYA RYT.
1745003009003,AMGAON RYT
1745003009004,CHANDPUR
1745003010001,BARSINGHA RYT.
1745003010002,BARSINGHA MAL.
1745003011001,NIWSA RYT.
1745003011002,BHAPSA
1745003012001,DHANWASI RYT.
1745003012002,MAINPURI
1745003013001,KARANPURA
1745003013002,PATHARIYA
1745003013003,JHILMILA
1745003014001,KAMKO MOHANIYA
1745003014002,DEORI MAL.
1745003015001,KHAMHARIYA RYT.
1745003015002,GHIWRI RYT.
1745003016001,BANO RYT.
1745003016002,LAKHANPUR RYT.
1745003016003,KOKO RYT.
1745003017001,NIGHAURI RYT.
1745003017002,MURTA RYT.
1745003018001,BHANPUR RYT.
1745003019001,DEORI MAL.
1745003020001,KHUDIYA RYT.
1745003021001,KHARGAHNA MYA BASANIYA
1745003021002,BHAGANWARA
1745003022001,RAHANGI MAL.
1745003022002,BATIYA RYT.
1745003023001,LALPUR MAL.
1745003023002,KAMRASODHA
1745003024001,NADA RYT.
1745003024002,NADA MAL.
1745003025001,BILGOAN
1745003025002,SAMHAR
1745003025003,MOHGAON
1745003026001,PIPRI MAL.
1745003026002,SIDHOLI
1745003026003,PIPRI RYT
1745003027001,BILASAR
1745003027002,SANJARI RYT
1745003027003,SANJARI MAL (V)
1745003028001,DUGARIYA RYT
1745003028002,BHAKHA MAL.
1745003028003,BHAKHA RYT.
1745003028004,CHAURA RYT.
1745003029001,RAMGARH
1745003029002,BIJAUREE RYT.
1745003029003,BIJAUREE MAL.
1745003030001,LUTGAON
1745003030002,BAHERA
1745003031001,KISALPURI
1745003032001,SAKKA MAL.
1745003032002,KACHNARI RYT
1745003033001,CHARPANI RYT.
1745003033002,AMAKHOH RYT.
1745003034001,MANORI
1745003034002,SARANGARH
1745003034003,USARIGHUNDI VAN GRAM
1745003035001,BODHGHUNDI
1745003035002,DUNDISARAI RYT.
1745003036001,MOHAN JHIR RYT.
1745003036002,MOHAN JHIR MAL.
1745003036003,RAHANGI RYT.
1745003037001,GITHAURI RYT.
1745003037002,GORAKHPUR VAN GRAM
1745003037003,KHUDDURPAÓANI VAN GRAM
1745003038001,PARSEL
1745003038002,PINDRUKHI
1745003038003,HATHKATTA VAN GRAM
1745003039001,ALAUNI RYT.
1745003039002,SAMNAPUR RYT.
1745003039003,JHARANA GHUGHARI VAN GRAM
1745003039004,JAITPURI VAN GRAM
1745003040001,KHITGAON
1745003040002,JALEGAON
1745003040003,DOLBEEJA VAN GRAM
1745003041001,BARGA RYT.
1745003041002,KHAIRDA RYT
1745004001001,PADARIYA DONGRI
1745004002001,PATHARIYA RYT.
1745004002002,BILAIKHAR
1745004003001,HARRA MAL.
1745004003002,PINDRUKHI
1745004004001,ATARIYA MAL.
1745004004002,ATARIYA RYT.
1745004004003,BARSOT MAL.
1745004005001,PACHGAON MAL.
1745004005002,BIJAURI.
1745004006001,BAJANG RYT.
1745004007001,BAJANG MAL.
1745004008001,SARWAHI MAL.
1745004008002,DHOD
1745004008003,ÎÎSINGHPUR RYT
1745004009001,MANGARH
1745004009002,AMADONGRI
1745004009003,DULLOPUR
1745004010001,BIJAURA
1745004010002,GHUTAI
1745004010003,BHANPUR
1745004011001,MIDHLI
1745004011002,TALA
1745004012001,BHURSI MAL.
1745004012002,BAGHRALI
1745004012003,TARACH VAN GRAM
1745004013001,BHILANIYA MAL.
1745004013002,SINGAR SATTI RYT.
1745004014001,KUKARIYA MAL.
1745004014002,KUKARIYA RYT.
1745004014003,VIKRAMPUR MAL.
1745004015001,KAROPANI
1745004015002,BUDHGAON MAL
1745004015003,BUDHGAON RYT
1745004016001,GADASARAI
1745004017001,ANGAI
1745004018001,GIDHA
1745004019001,SARANGPUR
1745004020001,KHARGAHNA
1745004021001,KAUDIYA
1745004022001,UFRI
1745004022002,BUSANIYA RYT
1745004023001,SUNHA DADAR
1745004023002,SHIVRI
1745004024001,SUNIYAMAR
1745004024002,PACHGAON RYT.
1745004025001,BHOKADONGARI
1745004025002,BARGAON
1745004026001,SHOBHAPUR MAL.
1745004027001,SUNPURI
1745004027002,BONDAR
1745004028001,SUKALPURA
1745004028002,SUKALPURA RYT.
1745004028003,SILYARI
1745004029001,LALPUR
1745004030001,BAGHRALI RYT.
1745004030002,BAGHRALI KHURD
1745004030003,DHANOLI
1745004031001,PARASWAH RYT.
1745004032001,MAJHIYAKHAR MAL.
1745004032002,MAJHEYAKHAR RYT (V)
1745004033001,PATAN
1745004033002,GANNAGUDA
1745004034001,KIKARA TALAB
1745004034002,RATNA MAL.
1745004035001,PATHAR KUCHA MAL
1745004035002,PATHAR KUCHA RYT.
1745004036001,SINGHPUR MAL.
1745004036002,KHIRSAREE
1745004037001,PIPARIYA MAL.
1745004037002,JALDA VAN GRAM
1745004037003,BONA VAN GRAM
1745004038001,PINDRUKHI MAL.
1745004038002,GHOPATPUR
1745004038003,GHOPATPUR RYT.
1745004039001,BACHHARGAON MAL.
1745004039002,BACHHARGAON RYT.
1745004039003,JHINJHRI
1745004039004,LAVEDA
1745004040001,KOSAMDIH MAL.
1745004040002,GIRWARPUR MAL.
1745004040003,GIRWARPUR RYT.
1745004040004,KHAMHARIYA RYT
1745004040005,GURUGAON RYT (V)
1745004041001,KEOLARI MAL.
1745004041002,GURUMGAON MAL.
1745004042001,KARONDA
1745004043001,TATAR VAN GRAM
1745004043002,SILPUDI VAN GRAM
1745004043003,CHADHA VAN GRAM
1745004044001,KHAMHERA VAN GRAM
1745004044002,SHEETALPANI VAN GRAM
1745004044003,KHAPRIPANI VAN GRAM
1745005001001,DHURKUTTA VAN GRAM
1745005001002,PITARI VAN GRAM
1745005001003,KANDWANI VAN GRAM
1745005002001,MUNGELA
1745005002002,RANJARA VAN GRAM
1745005002003,BANJRA VAN GRAM
1745005002004,BANJRA VAN GRAM
1745005003001,GOURA KANHARI VAN GRAM
1745005003002,JEELANG VAN GRAM
1745005003003,DHABA VAN GRAM
1745005004001,BANGWAR
1745005004002,DAMI TITRAHI
1745005005001,CHAPWAR
1745005005002,JADASURANG
1745005005003,KIKARIYA
1745005006001,KIWAD RYT.
1745005006002,PONDI VAN GRAM
1745005007001,KEOLARI
1745005007002,KUTELA
1745005007003,MUGDARA
1745005008001,KAREGAON
1745005008002,SINGHANPURI
1745005009001,GHATA RYT.
1745005009002,HADSINGHARI
1745005010001,JATA DONGRI MAL.
1745005010002,BARGA RYT
1745005010003,DUGARIYA .
1745005011001,KURAILI RYT.
1745005011002,SALHEGHORI MAL.
1745005011003,SALHEGHORI RYT
1745005011004,BACHARGAON
1745005012001,MOHGAON
1745005012002,UMARIYA
1745005013001,DUDHAURA
1745005013002,SALIWADA
1745005013003,BAMHNI
1745005014001,NIWSA
1745005014002,MOHTI RYT.
1745005015001,KEOLARI
1745005015002,KHAMHI
1745005015003,CHHATPARA
1745005016001,ANDAI RYT.
1745005016002,SALAIYA PANDUPUR
1745005017001,JHANKI MAL.
1745005017002,JHANKI RYT.
1745005017003,KEOLARI MAL
1745005018001,DEWALPUR
1745005018002,SIMARDHA VAN GRAM
1745005019001,JATA DONGRI RYT.
1745005019002,SAMNAPUR
1745005020001,BANGWAR RYT.
1745005020002,SUNDARPUR RYT.
1745005020003,CHINDGAON (V)
1745005021001,KAMKO
1745005021002,CHHINDGAON  MAL
1745005021003,NANDINDORI
1745005022001,KHUDIYA
1745005022002,PREMPUR MAL.
1745005022003,PREMPUR RYT.
1745005023001,KOKOMATA
1745005024001,MANPUR RYT.
1745005024002,MUKUTPUR
1745005025001,KIKARJHAR RYT
1745005025002,SARAI
1745005026001,CHHATA
1745005026002,MOHADA
1745005027001,KIVATTY
1745005028001,BHALAPURI
1745005028002,PADARIYA
1745005028003,DHANAULI
1745005029001,RAMEHEPUR
1745005029002,MADHOPUR
1745005029003,BAHERA MAL
1745005029004,BAHERA RYT (V)
1745005029005,RAHANGI
1745005030001,KUKARRAMATH
1745005031001,BUDRUKHI
1745005031002,RASYOI
1745005032001,CHANDRANI  RYT
1745005032002,BARGAON RYT
1745005033001,KHAMHA
1745005033002,BITAL BAHERA VAN GRAM
1745005034001,TITRAHI
1745005034002,KANCHANPUR
1745005035001,AUDHERA
1745005035002,BHAJI TOLA RYT.
1745005035003,BHAJI TOLA MAL.
1745005036001,GORAKHPUR
1745005036002,LADWANI
1745005036003,BHALUCHUHA
1745005037001,SARAI MAL.
1745005037002,MAADA GOUR RYT.
1745005037003,MAADA GOUR MAL.
1745005037004,VEETANPUR
1745005037005,SARAI VAN GRAM
1745005038001,MANIKPUR
1745005039001,ATARIYA
